label,text
C04,"Synergistic inhibition by verapamil and quinine of P-glycoprotein-mediated multidrug resistance in a human myeloma cell line model.
 In an effort to develop a clinically useful approach to overcoming P-glycoprotein-mediated multidrug resistance (MDR1), we evaluated combined chemosensitization with verapamil and quinine in a multidrug-resistant (MDR) human myeloma cell line model.
 In clonogenic assay, verapamil was used at concentrations from 0.1 to 1.0 micrograms/mL, bracketing the plasma levels achieved by oral administration and high-dose intravenous (IV) infusion, respectively.
 The dose of quinine was held constant at 1.0 micrograms/mL, a plasma concentration readily achieved by oral administration.
 At each dose level of verapamil tested, the combination with quinine proved more effective than either drug individually in reversing resistance to doxorubicin and vinblastine and synergistic chemosensitizing interaction was observed.
 Verapamil at 0.1 microgram/mL combined with quinine was capable of restoring sensitivity to doxorubicin fully and reduced resistance to vinblastine as effectively as verapamil alone at 1.0 micrograms/mL.
 Furthermore, the combination of 1.0 mumol verapamil with 10 mumols quinine increased accumulation and retention of anthracycline in the resistant cells to a greater extent than did either drug individually (P less than .001) and inhibited drug efflux as effectively as verapamil alone at 10 mumols.
 Our findings suggest that combined chemosensitization with verapamil and quinine may prove useful for overcoming MDR1 in patients with drug-refractory B-cell neoplasms such as multiple myeloma or non-Hodgkin's lymphomas."
C04,"Anti-CD33 monoclonal antibody and etoposide/cytosine arabinoside combinations for the ex vivo purification of bone marrow in acute nonlymphocytic leukemia.
 Pharmacologic and immunologic methods of ex-vivo bone marrow (BM) purging for acute nonlymphocytic leukemia (ANLL) were combined to augment the effect of either method alone.
 Etoposide (VP16; 20 to 30 micrograms/mL) with or without cytosine arabinoside (Ara C; 10 mg/mL) was used in tandem with the anti-CD33 monoclonal antibody (MoAb), MY9, chosen because CD33 is found on the stem cell pool in the majority of patients with ANLL.
 The agents were tested singly or sequentially, with a 1-hour incubation of the drugs preceding complement-mediated lysis using MY9.
 VP16 combined with Ara C killed up to 3.9 +/- 0.3 and 5.11 +/- 0.4 logs of the human ANLL cell lines HL60 and K562 at drug concentrations that killed only 1.2 +/- 0.1 logs of normal committed granulocyte/macrophage stem cells (CFU-GM).
 Adding a single exposure of the MY9 and complement (C') to the drug-treated cells, greater than 5.4 logs of HL60 were killed.
 Similar to other pharmacologic agents, no differential kill for clonagenic leukemic cells (colony-forming unit-leukemia; CFU-L) from patients with ANLL was seen for drug only treated blasts versus normal CFU-granulocyte-macrophage (CFU-GM), with less than 1 log CFU-L kill at drug concentrations that spared 1 log of CFU-GM.
 Similarly, only 1.1 +/- 0.3 logs of ANLL CFU-L were eliminated using MY9 and C'.
 However, with the sequential VP16/Ara C----MY9 + C' treatment, synergy was demonstrated and 2.6 +/- 0.3 logs of CFU-L were eliminated.
 Because CD33 is also found on the normal CFU-GM pool, two-stage long-term BM cultures were performed to determine pluripotent stem cell elimination by the drug/MoAb purging combination.
 No difference of CFU-GM or BFU-E production at 4 to 6 weeks of culture for VP16/Ara C, MY9 + C', or VP16/AraC----My9 + C' treated cells was seen compared with untreated controls indicating sparing of early progenitor cells.
 Sequential ex vivo treatment of human ANLL CFU-L with VP16/Ara C followed by complement-mediated lysis using MY9 synergistically kills CFU-L while sparing early normal hematopoietic progenitor cells, and thus may be a more effective way to purge BM than either alone."
C04,"Neutrophil function and pyogenic infections in bone marrow transplant recipients.
 In a consecutive entry trial, the incidence and time course of decreased neutrophil function was assessed in 20 patients treated with allogeneic bone marrow transplantation (BMT).
 The aim of the study was to assess the prognostic value of low neutrophil function for late pyogenic infections.
 Chemotaxis, superoxide production, and phagocytic-bactericidal activity were studied before and 2, 6, 9, and 12 months after BMT.
 Skin window migration was quantitatively assessed 2 months after BMT.
 Infectious complications were recorded prospectively with preset criteria during 1 year.
 Six of the 20 leukemic patients had defective neutrophil function before BMT.
 Two months after BMT all 10 patients with greater than stage II graft-versus-host disease (GVHD), and 6 of 10 patients with less than or equal to stage II GVHD had at least one decreased function.
 At this time, patients with subsequent pyogenic infections had lower chemotaxis (P less than .05), phagocytic-bactericidal activity (P less than .005), and superoxide production (P less than .025) than those without.
 Defective skin window migration and combined defects were predictive for late pyogenic infections.
 At 9 months all tests were normal in seven patients surviving without GVHD.
 In contrast, at 9 months three of three patients, and at 1 year two of three with chronic GVHD had still decreased neutrophil function.
 In conclusion, neutrophil function is frequently impaired during the first months after BMT.
 Combined neutrophil defects predispose to pyogenic infections and indicate the patient at risk."
C04,"Flow cytometry for clinical estimation of circulating hematopoietic progenitors for autologous transplantation in cancer patients.
 Optimum methods of harvesting circulating hematopoietic progenitors for autologous transplantation to support myeloablative cancer therapy are still uncertain, mostly because of the lack of an assay for marrow-repopulating stem cells.
 The CFU-GM assay, the commonly used indirect indicator of the quality of the graft, is poorly standardized and provides results evaluable only retrospectively.
 Based on the knowledge that hematopoietic progenitors express CD34 and CD33 differentiation antigens, we developed a dual-color direct immunofluorescence flow cytometry assay with the aim of replacing the CFU-GM assay advantageously.
 For this purpose, we applied both assays to 157 blood samples obtained daily throughout 20 different recoveries from pancytopenia induced by high-dose cyclophosphamide or etoposide cancer therapy with or without recombinant human GM colony-stimulating factor (rhGM-CSF).
 The appearance of CD34+ cells in the circulation indicated that hematopoietic progenitors had increased to more than 500 CFU-GM/mL, a level clinically adequate for large-scale harvest by leukapheresis.
 Total CD34+ cells correlated well with CFU-GM (r = .89), and data could be fitted by a linear regression line described by the equation y = 388.3 + 64.0x, where y = CFU-GM/mL and x = CD34+ cells per microliter.
 Moreover, in a series of six patients treated with myeloablative chemoradiotherapy, early hematopoietic recovery of marrow functions was predicted more accurately by the number of transplanted CD34+/CD33+ cells than by either total nucleated cells, CFU-GM, CD34+/CD33- cells, or CD34-/CD33+ cells.
 Data presented in this article favor clinical use of the CD34/CD33 flow cytometry assay to guide harvesting of circulating hematopoietic progenitors for autologous transplantation and contribute to better understanding of the role played by circulating hematopoietic progenitor cell subsets in marrow recovery after myeloablative cancer therapy."
C04,"Renal angiomyolipoma: report of 24 cases.
 A series of 24 patients with renal angiomyolipoma was reviewed.
 Their ages ranged from 10 to 70 years (average 41).
 Four cases were associated with tuberous sclerosis, 1 with spinal neurilemmoma, 1 with transitional cell carcinoma and another with renal tuberculosis.
 The presenting symptoms in decreasing frequencies were flank pain, mass, haematuria, fever, syncope and respiratory distress.
 Although it has often been said that angiomyolipomas associated with tuberous sclerosis are small and asymptomatic, all 4 such patients in this study had large symptomatic tumours.
 Before the advent of CT scan and ultrasonography, the pre-operative diagnostic rate for cases unassociated with tuberous sclerosis was 10% (1/10).
 With the combined use of these 2 modalities, the diagnostic rate increased to 60% (6/10).
 Most patients in this series were treated with nephrectomy.
 However, equally good outcomes occurred in 2 patients who received partial nephrectomies.
 Pre-operative diagnosis now makes it possible to consider more conservative management."
C04,"Ten cases of transitional cell carcinoma of bladder causing ureteric obstruction.
 A review was carried out on 10 patients with superficial transitional cell carcinoma of the bladder (Ta lesions) that were causing ureteric obstruction.
 Evidence of upper tract obstruction did not necessarily indicate deep invasion."
C04,"Prostate tumour markers and differentiation grade in prostatic cancer.
 Serum acid phosphatase activity, prostate specific phosphatase and prostate specific antigen were measured in 100 patients with prostatic cancer.
 The patients were divided according to the differentiation grade into 3 groups: G1 (well), G2 (moderately) and G3 (poorly differentiated) carcinoma.
 Bone metastases were identified by scintigraphy.
 Among the 76 M0 patients the mean levels of all 3 markers were slightly higher in patients with moderately differentiated prostatic carcinoma.
 Among the 24 M1 patients the primary tumour was either G2 (18 patients) or G3 (6 patients); none had G1 lesions.
 Significantly higher serum ACP and PAP levels were found in patients with G2 tumours than in those with G3 lesions.
 It was concluded that the histological differentiation grade of prostatic carcinoma did affect serum levels of prostatic tumour markers; the tendency towards higher levels in the G2 group was noticeable in both non-metastatic and metastatic cases despite the limited number of patients in the latter category.
 In clinical practice this information may be an important additional tool in staging prostatic cancer."
C04,"Epidermoid cyst (monodermal teratoma) of the testis.
 We report 14 patients with epidermoid cyst of the testis (monodermal teratoma).
 In 7 patients (5 treated within the last 5 years) the mass was excised and adjacent testicular tissue was biopsied.
 Seven patients underwent radical inguinal orchiectomy.
 Carcinoma in situ was not detected in any testicular tissue examined.
 There was no evidence of tumour recurrence in any patient after a mean follow-up of 10 years.
 Ultrasonographic appearance was not specific for a diagnosis of epidermoid cyst and exploratory surgery was required in all cases.
 Excision of the tumour and biopsy of adjacent testicular tissue to determine the presence or absence of carcinoma in situ is adequate treatment for this rare testicular neoplasm."
C04,"The cancer experience in the Framingham Heart Study cohort.
 The almost 40-year records of The Framingham Heart Study (FHS) cohort were reviewed to establish the cancer experience of this noninstitutionalized group of white subjects.
 Diagnoses were confirmed from pathology and laboratory reports and clinical notes.
 Age-specific incidence rates were compared with Connecticut Surveillance, Epidemiology, and End Results (SEER) data.
 Among the 5209 subjects, 1201 malignancies were confirmed.
 Median age at diagnosis was 69 for men and 65 for women.
 Lung, prostate, skin, and colon accounted for more than half of men's cancers; breast, colon, and skin made up half of the women's.
 FHS and Connecticut SEER rates matched closely, with the same primary tumor sites appearing commonly in both groups.
 Thus, the FHS cohort should provide a fair database for analysis of risk factors in cancer incidence, as it has done in cardiovascular diseases."
C04,"Variability in DNA measurements in multiple tumor samples of human colonic carcinoma.
 The DNA ploidy and cell-cycle distribution of three separate fresh tissue samples of 60 colorectal adenocarcinomas were analyzed by flow cytometry.
 DNA ploidy was concordant among the three samples in 38 cases (63.3%).
 In the remaining 22 cases (36.6%), the DNA histograms of two of the three multiple samples were similar; however, the ploidy of the third sample was discordant.
 No relationship was observed between Dukes' stage and histologic grade with concordance or discordance among samples.
 Thus, in about one third of the colonic carcinomas, a single sample showing either a diploid or diploid-cycling DNA histogram would not detect aneuploid DNA patterns.
 Comparison of scrapes and fine-needle aspirates of tumors as alternative sampling methods of tumors for DNA ploidy analysis indicated a strong association with the tumor ploidy (84% and 96%, respectively) only when the ploidy of the multiple samples was concordant.
 In about 25% of the cases, tumor scrapes and fine-needle aspirates did not correlate with the ""most abnormal"" ploidy observed in one of the three tissue samples.
 The data suggest that single or even double tissue samples may not show aneuploid DNA patterns in a substantial proportion of colorectal cancers."
C04,"Clear cell carcinoma of the inguinal region arising from endometriosis.
 The second and third examples of clear cell carcinoma of the inguinal region arising from endometriosis are reported.
 In one patient a right inguinal mass was excised along with an inguinal lymph node dissection.
 The tumor recurred in the retroperitoneum and was removed, and postoperative radiation therapy was administered.
 The patient died of recurrent tumor after 11 years.
 The other patient was treated by excision of a left inguinal mass and an inguinal lymph node dissection and was alive without recurrence 4 years and 8 months later."
C04,"Percent tumor necrosis as a predictor of treatment response in canine osteosarcoma.
 The percent tumor necrosis was determined in 200 dogs with spontaneously occurring osteosarcoma.
 One hundred dogs had no treatment before amputation or death.
 One hundred other dogs were treated with either radiation therapy alone (n = 23), intraarterial (IA) cisplatin alone (n = 16), intravenous (IV) cisplatin alone (n = 6), radiation therapy plus IA cisplatin (n = 47), or radiation therapy plus IV cisplatin (n = 8).
 Eighty-nine of these 100 dogs had their tumors resected 3 weeks after the end of therapy (6 weeks after the initiation of therapy) and replaced with a cortical bone allograft.
 Dogs with preoperative treatment were evaluated for local tumor control and time to metastasis.
 The mean percent tumor necrosis in untreated osteosarcoma was 26.8%.
 The mean percent tumor necrosis for dogs receiving radiation only, IA cisplatin only, and IV cisplatin only was 81.6%, 49.1% and 23.8%, respectively.
 The mean percent tumor necrosis for dogs receiving radiation therapy plus IA cisplatin or radiation therapy plus IV cisplatin was 83.7% and 78.2%, respectively.
 There was no significant difference between percent tumor necrosis in untreated osteosarcoma compared with those receiving IV cisplatin, but there was a significant increase in percent tumor necrosis with all other treatments.
 A mathematic model for the effect of cisplatin and radiation dose was developed using multiple regression analysis.
 The radiation dose calculated to cause at least 80% tumor necrosis was 42.2 Gy (95% confidence interval [CI], 38.0 to 47.6 Gy) when radiation was given alone and 28.1 Gy (95% CI, 21.3 to 36.6 Gy) when radiation was combined with IA cisplatin.
 Areas of viable tumor tended to be most frequent adjacent to the articular cartilage and in the joint capsule.
 Percent tumor necrosis was strongly predictive for local tumor control; 28 of 32 dogs with greater than 80% tumor necrosis had local control, and only eight of 29 dogs with less than 79% tumor necrosis had local control (P = 0.0047).
 There was no correlation between percent tumor necrosis and time to metastasis."
C04,"Usefulness of serum glycoconjugates in precancerous and cancerous diseases of the oral cavity.
 Sera from 47 healthy controls, 18 normal individuals with the habit of tobacco chewing, 43 patients with oral precancerous (PC) conditions, and 40 patients with oral cancer (OC) were studied for the levels of total sialic acid (TSA), lipid-bound sialic acid (LSA), mucoid proteins, and protein-bound hexoses (PBH) (galactose and mannose).
 The changes in the glycoconjugate levels were insignificant between the controls and the normal tobacco chewers.
 All four parameters were significantly elevated in oral PC patients compared with controls.
 The levels of PBH and LSA showed significant increase in the oral PC patients compared with the normal tobacco chewers.
 A significant increase was observed in the levels of TSA, LSA, mucoid proteins, and PBH in OC patients compared with controls, normal tobacco chewers, and patients with oral PC.
 Increasing levels of all the biomarkers were found with progression of the malignant disease.
 Elevations in the levels of TSA and LSA were statistically significant in Stage IV patients compared with Stage III patients.
 The patients with metastases had higher levels of the biomarkers than the patients with primary OC.
 However, elevations only in LSA levels were statistically significant.
 These results suggest that evaluations of the serum glycoconjugate levels may be useful in diagnosis of the patients with oral PC or OC.
 In addition to their value in early detection, they can also help in staging of the disease."
C04,"A prospective randomized comparison of protracted infusional 5-fluorouracil with or without weekly bolus cisplatin in metastatic colorectal carcinoma. A Mid-Atlantic Oncology Program study.
 One hundred eighty-four patients with advanced measurable colorectal cancer not previously treated with chemotherapy were entered into a prospective randomized clinical trial by the Mid-Atlantic Oncology Program (MAOP) to assess the value of weekly cisplatin (20 mg/m2) when added to a protracted schedule of 5-fluorouracil (5-FU) infusion (PIF) at 300 mg/m2/d for 10 weeks of every 12 weeks.
 The liver was the primary indicator lesion in approximately 75% of the study group.
 All tumor measurements required radiographic confirmation.
 The response rate in the PIF alone arm was 35% (29 of 83; 95% confidence interval [CI], 25% to 46%) compared with 33% (28 of 85; 95% CI, 23% to 44%) for the arm in which weekly cisplatin was added to PIF.
 The median survival times were 11.8 and 11.2 months in the two groups.
 Weekly cisplatin does not appear to add to the effectiveness of PIF in colorectal carcinoma."
C04,"Relationship between histologic features, DNA flow cytometry, and clinical behavior of squamous cell carcinomas of the larynx.
 Flow cytometric analysis of DNA content was done on 133 primary squamous cell carcinomas of the larynx.
 Overall, 76 tumors (57.1%) were not diploid (aneuploid or tetraploid).
 The DNA index (DI) was calculated and grouped into three levels.
 Fifty-seven cases had a DI in a range of 1.85 to 2.15 (44 diploid and 13 tetraploid).
 The cases were grouped in relation to ploidy, proliferative index, and the tumor-node-metastasis (TNM) system.
 Every group was analyzed with respect to survival rate.
 Ploidy was related to histocytologic grade.
 In well-differentiated tumors (G1) survival rates at 48 months were 41.7% in diploid cases and 27.7% in nondiploid ones (relative risk [RR], 2.01; 95% confidence interval [CI], 0.89, 4.52).
 In NO cases that underwent surgery, survival rates at 48 months were, respectively, 81.8% and 49.2% (RR, 5.07; 95% CI, 0.76, 33.93).
 These results suggest that ploidy may be a new independent parameter of prognosis in squamous cell carcinoma of the larynx.
 This is useful in clinical practice because it allows the clinician to recognize those cases with poorer prognosis among the early tumors at a stage where other prognostic parameters are not yet available."
C04,"Evaluation of serum CA 125 as a tumor marker in non-small cell lung cancer.
 Serum CA 125 levels were evaluated in 130 healthy subjects and 133 patients with untreated pulmonary lesions.
 These were 33 patients with benign pulmonary conditions and 100 with lung cancer.
 The mean concentration of CA 125 was higher in patients with lung cancer (37 +/- 81 U/ml) than in those with nonmalignant disease (4.2 +/- 5.7 U/ml) (P less than 0.01).
 In the healthy control group CA 125 concentrations were significantly lower (0.63 +/- 1.5 U/ml) (P less than 0.001).
 In patients with lung cancer the concentration of this tumor marker was related to the tumor-node-metastasis (TNM) stage.
 At a cut-off value of 15 U/ml, CA 125 had a sensitivity of 44%, specificity of 100%, positive predictive value of 100%, and negative predictive value of 65% with respect to healthy subjects; in patients with benign pulmonary conditions, these values were 44%, 94%, 94%, and 31%, respectively.
 At this cut-off value, a correlation between the respectability prognosis and the likelihood of survival 24 months posttreatment was observed.
 These findings suggest that CA 125 can be used as an adjunctive test in the management of patients with lung cancer patients."
C04,"Chondrosarcomas of the synovium.
 Chondrosarcoma of the synovium, either primary or secondary to synovial chondromatosis, is rare.
 Ten cases of synovial chondrosarcoma were studied (four from the Mayo Clinic files and six from the authors' consultation files).
 Two were considered primary.
 In five cases there was evidence of preexisting synovial chondromatosis, and in the remaining three, there was a suggestion of preexisting disease.
 Several histologic features were found that were helpful to diagnose malignancy.
 The most important ones were loss of the ""clustering"" growth pattern typical of synovial chondromatosis, myxoid change in the matrix, areas of necrosis, and spindling at the periphery of chondroid lobules.
 Pulmonary metastasis developed in five of nine patients; three of these patients died."
C04,"Prognostic value of histopathology in Ewing's sarcoma. Long-term follow-up of distal extremity primary tumors.
 The pathologic material from 56 patients diagnosed initially as Ewing's sarcoma of the distal extremity and treated on National Cancer Institute protocols between 1968 and 1984 was reviewed and correlated with clinical outcome.
 Histologically, the tumors were categorized, based on recent pathologic criteria, into three diagnostic groups: (1) typical Ewing's sarcoma, (2) atypical Ewing's sarcoma, and (3) other (predominantly peripheral neuroepithelioma [PN]).
 Thirty-two patients (57%) had typical Ewing's, 13 (23%) were atypical, and 11 (20%) were in the ""other"" diagnostic category (seven [13%] PN, two primitive rhabdomyosarcoma, one primitive sarcoma of bone, and one synovial cell sarcoma).
 No cases of metastatic neuroblastoma, osteosarcoma, or lymphoma were found.
 Forty-five patients had localized disease at diagnosis; 11 had metastases.
 Patients with typical Ewing's sarcoma were less likely to have metastatic disease at the time of diagnosis.
 Only two of 32 patients with typical Ewing's sarcoma had metastases compared with nine of 24 patients in the two other groups.
 The pattern of relapse was also different in these other groups compared with typical Ewing's patients; five patients developed lymph node metastases and two patients developed brain metastases.
 Although the presence of metastatic disease at diagnosis was a strong negative prognostic factor, our histologic grouping was independently prognostic of clinical outcome in patients with localized disease.
 Patients with typical osseous Ewing's sarcoma had an improved overall survival (P2 = 0.03) and patients with other tumors (neither typical nor atypical Ewing's sarcoma) had a poorer disease-free survival (P2 = 0.02).
 Since no generally accepted histopathologic prognostic criteria exist for Ewing's sarcoma, the potential value of our proposed classification should be evaluated in a larger retrospective and a prospective study."
C04,"Acinic cell carcinoma. Clinicopathologic review.
 The authors reviewed 90 cases of acinic cell carcinoma treated at the Mayo Clinic to assess long-term follow-up and to study features predictive of disease progression.
 Sixty-three patients (55 females and 35 males) were seen for primary treatment; 27 had recurrent disease when first evaluated.
 Histologically, these tumors were composed of serous acinar cells and intercalated duct-type cells.
 Morphologic patterns included solid, microcystic, follicular, and papillary-cystic.
 All patients were followed for at least 10 years or until death.
 Of the primary treatment group, 44% had local recurrence, 19% had metastasis, and 25% died of disease.
 Disease first recurred locally up to 30 years after presentation and resulted in death after as many as 38 years.
 Poor prognostic features include pain or fixation; gross invasion; microscopic features of desmoplasia, atypia, or increased mitotic activity; and excision as initial treatment.
 Neither morphologic pattern nor cell composition was a predictive feature."
C04,"Risk factors for cancer of the tongue in Uruguay.
 From 1987 to 1989, a hospital-based case-control study of cancer of the tongue was conducted in Montevideo, Uruguay, as part of a large study to investigate a number of risk factors for cancer of the oral cavity, pharynx, and larynx.
 The study involved interviews with 57 cases and 353 controls and was restricted to men.
 Relative risks (RR) associated with tobacco smoking, alcohol drinking, and selected dietary items were obtained by unconditional logistic-regression analysis.
 Users of black tobacco had a RR fourfold higher than users of blond tobacco, and heavy drinkers of alcohol had a RR of 11.6.
 Infrequent consumption of vegetables was associated with a significant RR of 5.3, and heavy drinkers of the local infusion ""mate"" had a RR of 2.5.
 It was concluded that black tobacco smoking and alcohol drinking were the strongest risk factors for cancer of the tongue in Uruguay.
 Their effects combine according to a multiplicative model.
 Also, infrequent vegetable intake and mate ingestion contribute to the risk of cancer of the tongue."
C04,"Prognostic factors in yolk sac tumors of the ovary. A clinicopathologic analysis of 29 cases.
 Twenty-nine ovarian cancer patients with yolk sac tumors and germ cell tumors with yolk sac tissue as a component of their disease (16 endodermal sinus tumor, 11 mixed germ cell tumors, one embryonal carcinoma, and one polyembryoma) were treated with cytoreductive surgery and combination chemotherapy.
 Prognostic factors were investigated in this group.
 Patients with Stage I disease had a more favorable prognosis (P less than 0.003) than those with Stages II and IV disease.
 The difference in prognosis was significant in cases where residual tumor was absent (P less than 0.003) and in cases where ascites was either absent or less than 100 ml in volume (P less than 0.05).
 Endodermal sinus tumor with either an intestinal (P less than 0.05) or microcystic pattern (P less than 0.01) was more common in survivors than in those who died.
 The age, preoperative serum alpha-fetoprotein level, maximum tumor size, and tumor weight had no significant correlation with prognosis.
 In advanced cases, chemotherapy regimens including cisplatin gave better results than those containing vincristine, dactinomycin, and cyclophosphamide (P less than 0.05).
 The optimal treatment of yolk sac tumors or tumors with yolk sac tissue as a component of the ovary is discussed in light of these results."
C04,"Bone sarcomas as second malignant neoplasms following childhood cancer.
 This study explores the relationship between histologic variants of bone sarcomas and previous therapy in patients in whom an unrelated malignant neoplasm had been diagnosed during childhood.
 Sarcomas of bone were the most common second malignant neoplasm (SMN) reported to the Late Effects Study Group, a 13-institution consortium consisting of pediatric oncology centers from western Europe, Canada, and the United States.
 The authors attempted to relate the histologic subtypes of the 91 bone tumors to clinical factors such as previous therapy and genetic predisposition because morphologic variants have been shown to have biologic significance in other tumors and may have etiologic import.
 The literature concerning the subtypes of bone tumors, clinical and experimental, is also reviewed.
 The authors also investigated the effect of several factors on the time interval from the first diagnosis to the SMN (i.e., the bone sarcoma).
 Anthracyclines significantly shortened the interval by about 3 years.
 The primary diagnosis also significantly affected the interval, with leukemia/lymphomas having the shortest interval and retinoblastoma the longest.
 The authors could not demonstrate any significant relationship between morphologic characteristics of the osteosarcoma and predisposing conditions.
 However, lesions diagnosed as chondrosarcoma and malignant fibrous histiocytoma occurred almost exclusively in patients who had received radiation therapy to the site in which the SMN developed."
C04,"A Southwest Oncology Group study on the use of a human tumor cloning assay for predicting response in patients with ovarian cancer.
 A total of 211 patients with epithelial ovarian cancer (168 with tumors refractory to prior chemotherapy and 43 with no prior chemotherapy) from 33 different Southwest Oncology Group institutions had their tumors sampled and specimens shipped to two central laboratories for drug-sensitivity testing in a human tumor cloning assay.
 The 168 patients with a prior history of chemotherapy failure (median of four prior chemotherapeutic agents) were treated with the most effective agent(s) found in the cloning assay (23 patients), and those patients whose tumors did not form colonies in vitro or did not manifest any sensitivity to agent(s) were treated with a clinician's choice of agent(s) (101 patients).
 The remaining 44 of the 168 patients were not treated with chemotherapy because of deteriorating performance status or early death.
 The complete and partial response rate in patients treated according to assay results was 28% versus 11% for the patients treated according to clinician's choice (P = 0.03).
 There was no statistically significant difference in survival between the two options (6.25 versus 7 months, respectively).
 The 43 patients with no history of prior chemotherapy were all treated with standard combination chemotherapy, and their clinical response was compared with their in vitro sensitivity to the same agents.
 Overall there was a 100% true-positive rate and 100% true-negative rate for the seven evaluable patients.
 From these data the authors conclude that use of the human tumor cloning assay may increase the response rate but not the survival for selected patients with advanced chemotherapy-refractory ovarian cancer.
 The study is weakened, however, by the many steps of patient selection necessitated by inadequate tumor colony formation in vitro and the inability to treat all patients (because of early death or a rapid decline in performance status).
 The assay does appear to be worthy of additional study for predicting response to combination chemotherapy in patients without a prior history of chemotherapy.
 Finally the use of central chemosensitivity testing laboratories is feasible for testing in vitro predictive assays in a cooperative group setting."
C04,"Yield from total skin examination and effectiveness of skin cancer awareness program. Findings in 874 new dermatology patients.
 The authors reviewed 874 dermatology charts to assess the acceptance rate of total skin examination (TSE), incidental skin findings, and patient compliance regarding treatment recommendations.
 Of the 874 new dermatology patients studied, 707 (80.9%) agreed to TSE.
 Important incidental findings were found in 151 (21.4%).
 These included: (1) biopsy specimen-confirmed malignant tumors (malignant melanoma, lentigo maligna, and basal cell and squamous cell carcinoma) in 24 of the 707 patients (3.4%), (2) biopsy specimen-confirmed premalignant tumors (actinic keratosis with dysplasia, Bowenoid actinic keratosis, Bowenoid papulosis, and lentigo with dysplasia, in five (0.7%), (3) clinically diagnosed premalignant actinic keratosis in 64 (9.1%), (4) biopsy specimen-confirmed dysplastic nevi in 17 (2.4%), and (5) congenital nevi in 41 (5.8%).
 Only 4.2% of the patients returned for a yearly TSE, and only 6.0% were found to follow all recommendations for monthly self examination, yearly professional examination, and sun protection.
 It is concluded that TSE for all new patients, and on a yearly basis for all return patients, is valuable in the detection of many skin conditions and allows skin cancer screening to be done, since patients for the most part do not follow recommendations for at-home screening."
C04,"Achievement of life goals by adult survivors of modern treatment for childhood cancer.
 To assess the impact of the diagnosis and modern treatment of childhood cancer on achievement of adult goals, the authors evaluated employment, health and life insurance coverage, marriage, divorce, and reproduction in 227 former pediatric cancer patients.
 Each area was evaluated in relation to a common set of disease and demographic factors that included age at follow-up, age at diagnosis, gender, marital status, history of disease recurrence, and diagnosis.
 Patients were younger than 20 years of age at diagnosis, and their diagnoses were made between January 1, 1960, and December 31, 1984.
 The median age at diagnosis was 11.4 years, and the median age at follow-up was 26.6 years.
 The percentage of unemployed male respondents did not differ from population norms.
 The percentage of unemployed female respondents, however, was slightly higher than that of the United States population.
 Approximately 11% of the survivors reported some form of employment-related discrimination, a level significantly lower than that of prior reports.
 Company-offered health insurance was provided to 92.4% of full-time and 90.0% of part-time employed respondents.
 Life insurance was purchased by 60% of full-time employed men and 55% of women.
 These percentages were lower than those reported for the United States population.
 Twenty-four percent of those with life insurance had difficulty obtaining it.
 Fifty-eight percent of the subjects were married or lived as married.
 The percentages of married men and women were significantly lower than United States norms.
 Twenty percent of those who were married or lived as married have divorced or separated or no longer live as married.
 Women aged 20 to 24 years were less likely to marry, and women aged 35 to 44 years had a significantly higher frequency of divorce than similarly aged United States women.
 In general, the history of childhood cancer did not influence the decision to marry or live as married but was occasionally (20%) important in the decision to dissolve a marital relationship.
 Many former patients indicated that their diagnosis and treatment for childhood cancer influenced their decision to have children.
 The current study suggests that most former pediatric cancer patients achieve adult life goals.
 Additional research is necessary to define those populations at greatest risk of failure to achieve these goals."
C04,"Two-drug therapy in patients with metastatic germ cell tumors.
 Eighty-two patients with metastatic germ cell tumors (GCT) treated with two-drug therapy consisting of etoposide and cisplatin were evaluated for late relapse.
 Good-risk GCT was defined using Memorial Sloan-Kettering Cancer Center (MSKCC) criteria.
 Etoposide was given at 100 mg/m2 on days 1 to 5 and cisplatin was given at 20 mg/m2 on days 1 to 5; therapy was recycled at 21 days with delays up to 7 days for a leukocyte count of less than 3000/microliters or a platelet count of less than 100,000/microliters.
 Drug doses were not attenuated for myelosuppression.
 Seventy-six of 82 evaluable patients achieved a complete response (CR).
 Seventy-two patients had a CR to chemotherapy alone.
 Forty-six (56%) patients had excision of residual abnormalities: 11 had teratoma in the resected specimen, 31 had necrotic debris or fibrosis, and 4 had a CR after chemotherapy plus complete excision of residual viable GCT.
 Six patients had an incomplete response to chemotherapy; one of these patients had unresectable mature teratoma and remains progression-free.
 The median etoposide dose (+/- standard deviation [SD]) was 500 mg/m2/course (+/- 35 mg/m2) and the median cisplatin dose (+/- SD) was 100 mg/m2/course (+/- 6 mg/m2).
 Nine patients experienced a relapse at 6 to 17.5 months; two patients with nonseminomatous GCT were salvaged by chemotherapy and one patient with seminoma was salvaged by chemotherapy and radiation therapy.
 The three patients who were salvaged by additional therapy are disease-free at 59 to 63 months.
 Seventy-one patients (87%) remain disease-free with a median follow-up time of 63 months (range, 33 to 92 months).
 No relapses have occurred beyond 17.5 months.
 Etoposide and cisplatin therapy at these doses and schedule results in durable CR without late relapse."
